Student_ID,Student_Full_Name,Gender,State,Category,Student_Marks_Percentage,Entrance_Exam,Entrance_Exam_Score,Course_Preference,College_Name,Branch,Historical_College_Cutoff_Marks,Previous_Year_Admission_Rank,Probability_of_Admission,College_Classification
3774,3884,1,3,0,85.27,0,83,2,1447,2,87.7,99999,0.34,0
3775,2980,0,14,1,65.23,2,186,5,990,5,85.35,124854,0.4,0
3776,108,1,5,1,95.91,4,291,2,950,2,62.88,106155,0.97,2
3777,248,0,3,2,76.68,3,138,8,2352,8,64.35,50715,0.9,2
3778,3069,0,10,1,79.1,0,144,7,1431,7,71.46,124308,0.78,1
3779,2621,0,10,1,98.85,0,201,3,712,3,65.63,77979,0.84,2
3780,2679,0,4,1,96.18,1,72,7,1960,7,78.4,67225,0.88,2
3781,2707,0,9,2,66.15,2,81,2,15,2,90.84,53992,0.29,0
3782,2150,0,6,3,65.24,5,135,8,509,8,75.1,133480,0.18,0
3783,1458,0,11,1,71.15,1,252,7,106,7,79.99,179956,0.18,0
3784,3206,0,4,0,67.32,4,602,0,776,0,92.0,103825,0.21,0
3785,2063,0,11,0,86.22,4,227,7,584,7,80.55,158661,0.79,1
3786,31,1,4,3,79.39,1,161,9,2318,9,89.5,152951,0.26,0
3787,3674,1,14,1,64.55,2,74,3,941,3,74.12,9520,0.43,0
3788,4004,1,13,0,62.55,5,153,1,310,1,92.04,139619,0.19,0
3789,3018,1,2,0,89.09,0,252,6,666,6,87.48,59577,0.6,1
3790,4526,0,6,0,72.86,1,135,3,2497,3,76.8,49550,0.25,0
3791,941,0,9,3,81.83,2,150,4,1048,4,92.23,90839,0.4,0
3792,99,0,14,0,95.32,3,121,9,1554,9,87.14,91705,0.87,2
3793,1775,1,14,1,98.27,2,108,7,1818,7,94.35,102055,0.7,1
3794,1403,0,9,0,61.49,5,124,7,1974,7,83.32,67143,0.33,0
3795,1819,1,10,2,90.14,4,395,3,305,3,90.95,68747,0.26,0
3796,1598,0,1,0,67.45,3,197,8,1229,8,61.67,44143,0.6,1
3797,2868,1,8,0,87.23,5,98,6,2020,6,84.9,28380,0.61,1
3798,2165,0,2,0,99.13,0,204,7,2321,7,86.76,7689,0.87,2
3799,2843,1,13,0,96.01,0,234,9,707,9,67.36,48639,0.95,2
3800,2613,1,1,0,60.49,0,242,5,1061,5,92.56,82000,0.25,0
3801,3101,1,6,0,93.09,5,120,6,1534,6,87.37,157247,0.58,1
3802,607,1,8,2,69.79,5,89,9,597,9,88.3,396,0.16,0
3803,1090,1,1,2,97.69,4,466,8,1408,8,61.77,85272,0.82,2
3804,3833,0,6,0,56.78,1,60,6,1340,6,81.16,91579,0.32,0
3805,2487,0,11,0,70.88,2,68,6,63,6,60.84,91146,0.96,2
3806,2180,1,14,2,75.8,1,184,5,2103,5,71.64,116206,0.77,1
3807,2826,0,10,0,66.81,1,74,7,541,7,96.27,84194,0.22,0
3808,1188,0,13,0,99.04,1,259,3,1468,3,77.51,100698,0.87,2
3809,4830,1,6,1,60.8,2,59,6,572,6,61.75,60981,0.49,0
3810,3716,0,6,1,66.33,0,161,1,677,1,82.33,62393,0.21,0
3811,2774,1,9,3,64.63,3,164,0,2354,0,79.88,84093,0.23,0
3812,111,1,13,0,94.72,1,88,4,1721,4,92.56,128438,0.55,1
3813,663,0,7,2,80.54,0,287,4,2396,4,60.35,24182,0.85,2
3814,2094,0,3,0,97.87,2,53,1,1023,1,72.45,6354,0.92,2
3815,1285,0,8,0,74.15,2,67,1,1317,1,69.65,69102,0.8,1
3816,2860,0,8,0,64.0,0,291,0,297,0,76.52,27860,0.29,0
3817,4055,0,7,1,56.51,1,127,6,1285,6,91.63,3850,0.24,0
3818,613,0,9,0,57.62,0,220,7,1101,7,92.35,93563,0.41,0
3819,2624,0,0,0,76.22,0,139,4,930,4,95.01,13644,0.2,0
3820,1038,1,6,0,91.77,0,223,1,1930,1,84.38,38198,0.58,1
3821,129,0,10,0,68.5,0,109,9,438,9,67.63,47800,0.73,1
3822,4730,1,4,1,93.97,3,178,1,2397,1,85.86,167250,0.87,2
3823,1410,1,5,0,91.61,1,170,0,126,0,86.31,41066,0.58,1
3824,759,0,5,1,65.87,5,67,6,469,6,97.2,85637,0.46,0
3825,2832,1,8,0,84.3,0,143,1,876,1,62.72,101193,0.94,2
3826,2901,0,0,0,70.76,2,96,6,913,6,77.62,156004,0.49,0
3827,3113,1,1,0,77.83,3,151,3,884,3,73.08,50335,0.71,1
3828,4695,1,7,1,95.84,4,573,8,657,8,72.55,96213,0.9,2
3829,1452,1,11,0,64.9,1,190,4,1295,4,88.46,18723,0.45,0
3830,926,0,12,2,81.23,5,129,1,547,1,71.6,128478,0.9,2
3831,711,0,8,0,80.73,5,70,9,1574,9,67.38,62265,0.87,2
3832,4558,1,10,1,76.65,4,400,7,2399,7,77.71,174428,0.22,0
3833,91,0,14,0,99.18,1,240,7,791,7,64.49,39040,0.86,2
3834,884,1,9,1,95.24,1,288,9,1129,9,75.58,141576,0.95,2
3835,367,0,3,0,88.41,4,402,4,940,4,66.39,153746,0.91,2
3836,1381,1,4,1,68.42,0,218,1,1239,1,91.34,32273,0.16,0
3837,4161,1,7,0,60.67,5,58,7,28,7,71.09,21079,0.3,0
3838,470,1,5,2,77.13,5,120,2,1550,2,68.73,80971,0.91,2
3839,1027,1,8,1,98.51,5,181,9,2394,9,90.22,107680,0.94,2
3840,4716,1,10,0,57.72,0,199,4,2194,4,95.34,152637,0.22,0
3841,1120,1,4,3,81.39,1,122,2,2244,2,60.23,178130,0.94,2
3842,4066,0,4,1,94.08,0,93,8,2009,8,91.86,130773,0.61,1
3843,2652,1,3,2,86.15,3,129,2,1068,2,98.06,157529,0.35,0
3844,1612,1,4,2,84.12,0,100,8,1298,8,97.82,21033,0.24,0
3845,3180,1,9,0,88.05,4,700,8,1606,8,70.45,46528,0.96,2
3846,4226,0,2,0,84.7,0,293,4,755,4,64.88,109247,0.9,2
3847,2886,1,7,1,79.34,5,151,3,1533,3,87.15,107553,0.36,0
3848,3676,0,3,1,55.37,3,174,6,1805,6,75.28,179051,0.44,0
3849,3013,1,6,2,70.52,3,128,1,1971,1,78.01,161271,0.33,0
3850,1949,0,3,1,79.76,3,82,2,1709,2,95.47,20266,0.32,0
3851,1132,0,0,0,67.63,2,187,9,1605,9,86.03,36148,0.26,0
3852,1268,0,8,1,92.58,2,133,3,1934,3,75.43,389,0.87,2
3853,936,1,5,0,73.11,2,137,2,2140,2,69.62,64166,0.57,1
3854,2406,1,2,3,91.84,3,129,5,1033,5,82.4,31329,0.85,2
3855,4645,1,4,2,89.99,0,113,2,1411,2,77.47,37821,0.95,2
3856,4351,0,10,2,62.29,0,86,7,1770,7,66.78,43783,0.24,0
3857,2022,0,5,0,89.43,5,50,6,1079,6,86.8,118419,0.71,1
3858,4144,0,0,2,76.46,3,157,1,1735,1,75.7,92666,0.74,1
3859,1445,1,14,1,95.32,3,173,8,2467,8,87.33,58193,0.72,1
3860,3071,0,13,0,78.22,5,135,2,1671,2,65.71,50166,0.95,2
3861,4093,1,8,2,82.81,5,110,2,2098,2,68.26,8039,0.96,2
3862,3471,1,6,0,77.38,4,275,3,2019,3,93.57,27633,0.23,0
3863,775,0,4,1,85.56,1,298,5,644,5,76.48,74070,0.91,2
3864,4040,1,5,0,62.43,2,108,7,752,7,63.62,116884,0.23,0
3865,1843,0,0,2,95.98,3,58,5,974,5,73.78,55747,0.91,2
3866,544,1,8,0,75.1,5,190,8,1180,8,95.23,77077,0.49,0
3867,705,1,11,0,86.84,0,123,0,2320,0,69.03,118084,0.93,2
3868,615,1,9,0,93.0,5,129,7,996,7,89.38,85222,0.57,1
3869,4290,0,11,1,87.57,3,177,3,1176,3,77.13,37601,0.96,2
3870,3048,1,7,1,99.79,1,95,0,685,0,93.43,47437,0.6,1
3871,2035,1,2,0,57.53,0,288,5,718,5,64.38,111684,0.43,0
3872,4493,0,14,0,75.19,0,119,1,2284,1,61.88,177309,0.89,2
3873,363,0,9,1,83.87,4,215,1,2415,1,74.16,5169,0.92,2
3874,702,1,9,0,60.66,2,93,1,2207,1,73.44,1222,0.17,0
3875,539,0,11,1,90.32,3,70,9,1028,9,83.91,30989,0.79,1
3876,1850,1,9,0,76.75,4,419,1,194,1,68.72,109614,0.95,2
3877,1616,1,10,0,75.74,2,167,4,1038,4,91.86,105001,0.5,0
3878,1849,0,3,2,57.48,1,209,7,977,7,85.8,55809,0.35,0
3879,2203,0,5,0,81.71,0,286,6,1704,6,77.14,58222,0.55,1
3880,3225,0,6,0,68.9,0,246,6,1173,6,66.45,104111,0.64,1
3881,4057,0,4,2,71.75,0,60,2,546,2,66.13,177198,0.57,1
3882,1198,1,7,2,65.25,3,131,1,34,1,86.31,165651,0.49,0
3883,3234,0,10,0,77.27,1,164,8,346,8,84.44,124271,0.19,0
3884,3791,1,2,1,74.73,5,154,5,2282,5,62.53,26820,0.85,2
3885,3155,1,11,2,74.56,3,189,1,1636,1,87.64,166136,0.47,0
3886,1744,0,13,2,55.59,1,191,0,1,0,65.79,137282,0.32,0
3887,2408,1,12,0,79.63,5,95,8,325,8,85.59,51562,0.26,0
3888,98,0,3,1,98.46,1,167,0,2482,0,98.03,121531,0.64,1
3889,1149,1,12,0,81.33,3,175,9,998,9,69.31,7623,0.92,2
3890,4146,1,0,0,79.62,4,406,9,353,9,61.38,94542,0.91,2
3891,2542,1,14,0,61.05,3,122,8,1095,8,71.12,168780,0.2,0
3892,4050,1,2,2,55.46,3,126,2,2042,2,76.6,179654,0.15,0
3893,3949,1,8,1,65.82,5,107,2,1824,2,67.48,10605,0.3,0
3894,4514,1,6,1,90.72,2,136,6,1141,6,77.4,114706,0.86,2
3895,629,1,13,1,75.81,2,90,8,1613,8,66.71,73501,0.9,2
3896,1614,0,2,1,55.42,0,101,1,774,1,83.17,141298,0.31,0
3897,3760,0,13,0,70.54,3,182,7,332,7,89.46,74047,0.4,0
3898,3814,0,0,1,94.43,0,152,0,846,0,60.04,105475,0.84,2
3899,3595,0,14,0,60.67,0,166,8,589,8,70.04,236,0.32,0
3900,2330,1,10,1,61.64,1,207,9,258,9,64.76,72712,0.32,0
3901,4428,1,8,2,91.98,3,92,4,1094,4,73.3,155232,0.96,2
3902,206,1,5,1,81.59,3,91,3,239,3,78.17,61970,0.59,1
3903,3153,0,10,0,70.21,0,120,7,1808,7,95.56,70514,0.38,0
3904,4265,1,13,1,79.86,5,131,5,2299,5,62.92,31523,0.88,2
3905,139,1,8,0,71.28,4,266,0,2029,0,76.4,107636,0.33,0
3906,3919,0,2,2,88.58,0,164,3,369,3,76.91,7582,0.82,2
3907,960,0,9,1,73.3,4,400,1,1266,1,98.71,1011,0.25,0
3908,3808,1,8,0,58.0,4,531,4,1073,4,63.93,76084,0.41,0
3909,830,0,13,0,87.95,3,126,9,139,9,87.77,73443,0.76,1
3910,4257,1,6,1,91.29,0,91,9,238,9,87.26,34555,0.66,1
3911,2044,0,6,1,56.61,4,413,6,813,6,94.1,123060,0.27,0
3912,2302,0,4,0,56.37,0,68,9,823,9,71.33,41713,0.34,0
3913,518,0,4,0,74.49,4,664,0,930,0,97.98,77444,0.45,0
3914,1393,1,11,0,69.98,5,114,0,2194,0,89.16,27597,0.26,0
3915,2599,1,2,0,78.08,2,111,0,1897,0,68.25,11524,0.86,2
3916,2193,0,12,2,56.79,2,141,1,362,1,78.82,1095,0.16,0
3917,2277,0,5,2,68.86,0,75,0,889,0,97.5,148515,0.29,0
3918,3618,1,2,1,65.43,5,77,0,668,0,87.76,164351,0.29,0
3919,133,0,11,0,86.65,5,174,7,1768,7,98.46,66260,0.27,0
3920,2156,1,12,3,98.8,2,116,4,557,4,81.01,141251,0.89,2
3921,4081,0,9,3,92.26,1,89,1,1689,1,97.34,3360,0.28,0
3922,4013,1,8,1,98.3,4,472,0,49,0,78.26,178652,0.94,2
3923,854,0,1,2,74.42,2,198,2,2094,2,97.73,72975,0.4,0
3924,1350,0,8,1,77.67,4,676,8,1199,8,67.39,32392,0.98,2
3925,1414,0,13,1,64.29,3,158,5,1763,5,67.49,44263,0.25,0
3926,4123,0,14,2,98.01,3,192,3,1064,3,75.58,15183,0.87,2
3927,1522,0,14,1,65.3,5,96,6,623,6,88.07,40282,0.22,0
3928,3031,0,0,0,89.36,1,67,6,478,6,89.96,164853,0.37,0
3929,1296,0,11,2,94.49,5,59,7,752,7,96.19,13288,0.32,0
3930,2394,1,2,0,74.65,1,247,5,1750,5,65.42,115019,0.84,2
3931,4714,0,6,0,67.86,3,99,8,2339,8,63.64,104876,0.67,1
3932,4363,0,4,0,90.61,1,115,1,2097,1,93.6,169289,0.29,0
3933,2138,0,13,1,57.08,4,224,0,1647,0,85.45,153387,0.42,0
3934,808,1,1,1,74.34,1,211,9,2158,9,88.94,46505,0.37,0
3935,4079,0,3,0,74.09,1,272,2,1098,2,98.14,41136,0.43,0
3936,2398,1,1,0,92.84,0,60,8,48,8,72.4,145072,0.85,2
3937,3705,1,13,2,89.17,0,258,4,1163,4,81.61,87470,0.64,1
3938,4111,1,6,1,68.99,1,218,8,975,8,92.2,176174,0.47,0
3939,3382,0,1,2,72.37,4,472,5,400,5,77.66,31492,0.31,0
3940,1469,1,4,0,59.42,1,78,7,1046,7,71.02,12857,0.44,0
3941,3288,0,12,1,57.75,3,169,4,340,4,89.02,169588,0.16,0
3942,3891,1,11,2,91.41,0,112,7,1209,7,79.14,85184,0.86,2
3943,4790,1,4,0,58.62,3,63,4,1864,4,89.58,87521,0.28,0
3944,4085,0,11,1,77.61,3,63,1,628,1,96.02,164027,0.27,0
3945,3135,1,5,3,71.68,1,112,8,1486,8,91.85,67648,0.16,0
3946,881,1,12,3,82.68,4,497,4,2009,4,97.52,145539,0.38,0
3947,3393,1,14,1,90.28,1,127,4,2008,4,69.92,156928,0.91,2
3948,4467,1,2,1,55.26,0,242,2,985,2,89.76,72843,0.41,0
3949,4179,0,5,0,71.74,0,86,0,20,0,65.31,1051,0.56,1
3950,2482,0,7,2,62.38,5,104,1,1541,1,74.38,4873,0.39,0
3951,4721,0,11,0,60.43,4,271,3,1815,3,70.37,102122,0.48,0
3952,1217,1,14,2,64.25,1,261,3,2153,3,72.3,125452,0.37,0
3953,1396,1,14,1,80.92,2,151,8,2281,8,86.2,63220,0.48,0
3954,2754,0,0,0,79.76,0,300,0,612,0,89.7,59845,0.49,0
3955,2255,1,0,1,78.25,5,183,1,957,1,61.65,26763,0.87,2
3956,1572,1,9,2,55.62,5,69,5,1186,5,66.65,19504,0.43,0
3957,2371,0,14,2,58.82,0,217,0,335,0,73.2,32781,0.2,0
3958,2506,0,12,1,63.54,5,122,8,2403,8,88.19,82035,0.25,0
3959,4223,0,11,0,64.13,5,83,7,1275,7,69.45,136956,0.48,0
3960,2029,0,7,1,69.27,5,82,4,836,4,88.63,81182,0.26,0
3961,4701,0,0,0,81.62,5,105,1,1136,1,66.74,141155,0.9,2
3962,646,1,3,2,61.18,0,130,1,391,1,66.79,32309,0.2,0
3963,3642,0,1,0,81.65,2,77,1,1667,1,89.68,45287,0.48,0
3964,2952,0,1,0,64.66,0,87,8,1892,8,90.39,21577,0.31,0
3965,1292,0,12,3,72.28,0,253,8,396,8,68.47,163971,0.61,1
3966,770,1,1,2,89.19,4,248,8,106,8,76.46,3549,0.87,2
3967,1742,1,6,0,98.04,1,148,6,873,6,81.09,49761,0.85,2
3968,1578,0,0,1,59.72,0,152,0,672,0,87.12,73290,0.41,0
3969,1391,0,8,2,90.37,0,167,8,2123,8,69.04,137271,0.88,2
3970,3977,0,8,1,84.69,0,163,6,833,6,81.11,119121,0.72,1
3971,1004,0,7,1,90.34,3,135,2,290,2,80.15,171374,0.84,2
3972,1617,1,0,0,83.31,5,77,1,1247,1,62.14,70310,0.92,2
3973,308,0,0,0,61.87,2,82,8,1445,8,76.35,34538,0.48,0
3974,945,0,0,0,63.52,5,122,6,193,6,69.19,140188,0.26,0
3975,1748,0,7,1,61.32,3,137,5,1449,5,84.88,118205,0.23,0
3976,442,1,11,0,82.46,3,96,3,49,3,77.11,119597,0.68,1
3977,1457,1,10,0,96.72,5,53,1,394,1,75.43,160252,0.94,2
3978,3078,1,9,0,71.99,1,264,0,270,0,91.24,94127,0.28,0
3979,4799,0,0,1,68.29,0,214,3,1432,3,78.14,56224,0.31,0
3980,184,1,13,0,97.3,0,197,6,441,6,80.24,23294,0.87,2
3981,3098,0,6,1,91.29,1,107,0,1435,0,89.79,166321,0.6,1
3982,4015,1,1,2,88.42,2,85,8,2441,8,92.11,45433,0.25,0
3983,2405,0,2,0,86.46,4,321,0,2323,0,96.85,168515,0.4,0
3984,891,0,9,0,69.94,2,61,9,599,9,81.05,167679,0.21,0
3985,3466,0,3,1,95.81,1,151,7,1986,7,68.43,36353,0.97,2
3986,1101,1,2,1,55.44,3,123,8,889,8,77.0,10431,0.48,0
3987,3210,0,10,2,93.88,0,190,5,1185,5,89.43,63350,0.79,1
3988,2078,1,4,3,62.71,0,106,8,1548,8,63.49,143419,0.23,0
3989,281,1,4,0,88.24,4,574,7,2218,7,66.55,60235,0.92,2
3990,2504,0,3,2,95.74,3,77,8,1791,8,97.2,10165,0.46,0
3991,4835,1,2,0,86.65,5,69,5,2460,5,91.16,4607,0.32,0
3992,2212,0,2,1,62.04,2,200,1,672,1,72.56,27502,0.3,0
3993,3672,0,11,0,64.45,5,92,6,1765,6,62.28,11628,0.72,1
3994,3152,0,14,1,59.98,1,251,0,1583,0,91.2,84362,0.46,0
3995,2956,0,11,0,75.68,5,135,0,1188,0,92.31,52010,0.41,0
3996,1509,0,5,2,75.68,0,239,8,1154,8,67.31,90424,0.94,2
3997,406,1,4,1,75.91,5,69,3,1394,3,93.19,102029,0.24,0
3998,983,1,9,2,61.59,2,124,2,1407,2,73.97,70666,0.45,0
3999,3853,0,1,0,78.3,0,230,5,729,5,65.68,77784,0.85,2
4000,546,0,0,2,67.81,3,132,6,643,6,85.14,172725,0.16,0
4001,568,1,2,0,92.49,5,104,5,1416,5,66.43,25238,0.86,2
4002,4139,0,12,2,66.9,5,126,4,1020,4,95.97,128363,0.3,0
4003,4186,1,4,0,93.92,2,85,2,840,2,94.19,77846,0.41,0
4004,734,1,1,1,81.18,3,110,4,916,4,76.81,149574,0.76,1
4005,4404,0,12,0,65.87,5,147,8,976,8,90.36,15935,0.2,0
4006,2342,1,5,0,71.05,3,122,2,1212,2,66.03,25205,0.8,1
4007,3752,0,10,1,61.8,2,67,1,1303,1,63.78,116952,0.27,0
4008,388,0,1,1,91.61,4,541,7,1087,7,73.06,100079,0.9,2
4009,1353,0,9,0,59.39,1,246,0,902,0,62.62,79792,0.31,0
4010,561,0,4,1,98.78,4,213,6,1231,6,98.04,72784,0.69,1
4011,1438,0,14,0,76.76,5,150,9,1784,9,68.05,37669,0.87,2
4012,1481,0,6,1,59.75,3,121,2,638,2,73.58,174110,0.27,0
4013,2123,1,7,2,76.26,0,110,8,342,8,64.65,107007,0.95,2
4014,2163,1,6,1,63.93,0,86,7,2395,7,89.98,165990,0.33,0
4015,1498,1,12,1,84.02,1,138,0,778,0,64.31,91729,0.85,2
4016,1787,1,2,0,80.08,4,367,4,1641,4,68.93,33396,0.92,2
4017,635,0,2,0,59.83,0,97,7,135,7,85.99,120807,0.2,0
4018,4365,1,8,1,81.12,1,238,6,397,6,76.5,64589,0.57,1
4019,2321,0,8,1,86.63,5,124,4,2050,4,87.74,81580,0.25,0
4020,1958,1,2,0,75.56,0,154,9,392,9,94.27,82981,0.47,0
4021,4010,0,3,2,87.03,2,100,2,782,2,67.2,134792,0.82,2
4022,4610,0,12,2,81.64,2,128,2,1003,2,68.28,118937,0.94,2
4023,3117,1,7,1,86.6,1,188,1,2118,1,84.82,155241,0.77,1
4024,3819,1,3,0,70.03,2,113,4,215,4,65.48,119138,0.66,1
4025,4203,1,3,2,84.68,3,53,8,864,8,74.19,121667,0.83,2
4026,3785,1,14,0,79.99,5,133,1,756,1,84.27,110424,0.49,0
4027,3208,1,6,3,99.6,0,159,1,2200,1,72.27,165520,0.89,2
4028,1365,1,4,0,65.57,4,468,7,1477,7,94.54,155772,0.23,0
4029,3112,1,6,0,80.37,4,262,8,1466,8,61.94,74901,0.9,2
4030,3365,1,2,2,90.74,4,573,4,2070,4,96.39,29777,0.47,0
4031,419,0,3,0,73.89,1,165,4,1792,4,63.39,173842,0.92,2
4032,4847,0,13,1,61.17,1,84,1,1186,1,76.99,28377,0.27,0
4033,3093,1,3,1,82.52,0,168,5,358,5,87.21,84746,0.48,0
4034,3948,1,10,0,91.21,0,173,5,90,5,84.96,144770,0.57,1
4035,210,1,1,0,61.38,4,204,9,1818,9,84.56,174522,0.21,0
4036,1341,1,6,1,95.11,3,131,4,603,4,89.92,88523,0.7,1
4037,3641,0,5,1,83.96,5,200,3,1863,3,78.73,102465,0.61,1
4038,2698,0,10,2,71.9,3,194,1,2346,1,78.29,7040,0.36,0
4039,4726,1,0,2,98.95,3,131,8,1565,8,77.0,154237,0.94,2
4040,2783,1,14,1,68.3,2,127,5,1728,5,88.19,63473,0.19,0
4041,1855,1,9,0,99.07,0,178,6,46,6,78.2,177712,0.91,2
4042,1190,1,10,0,85.8,2,86,7,26,7,82.61,121533,0.61,1
4043,2326,0,12,1,86.0,3,160,3,951,3,67.53,166022,0.87,2
4044,155,0,1,1,82.09,4,377,7,2343,7,77.88,155322,0.62,1
4045,3094,0,5,0,80.02,5,129,8,1345,8,96.45,113796,0.34,0
4046,3512,1,4,1,62.48,4,578,9,1336,9,64.46,62863,0.49,0
4047,4120,1,5,2,93.83,5,118,1,535,1,77.67,15117,0.83,2
4048,962,0,2,0,91.4,0,188,0,1869,0,65.08,154791,0.83,2
4049,171,0,0,1,96.13,5,177,4,2344,4,71.81,1264,0.94,2
4050,312,1,9,2,89.37,0,234,7,1602,7,81.15,106660,0.87,2
4051,304,0,9,2,84.0,0,121,3,352,3,93.65,91501,0.46,0
4052,2950,0,9,1,75.61,0,226,6,1912,6,69.91,28762,0.68,1
4053,326,0,13,0,79.96,2,91,0,2121,0,96.54,98868,0.16,0
4054,4332,0,5,1,80.74,1,266,5,1006,5,98.9,139297,0.27,0
4055,4604,0,2,2,79.6,3,107,4,1666,4,61.91,167787,0.94,2
4056,180,1,11,1,64.19,2,85,0,1649,0,71.98,142166,0.46,0
4057,3940,1,10,1,86.24,3,52,3,1659,3,93.64,26321,0.5,0
4058,1395,0,13,1,77.24,4,389,3,356,3,81.33,119211,0.18,0
4059,633,0,0,3,58.36,0,174,6,617,6,98.74,66632,0.37,0
4060,39,0,10,0,70.1,1,181,6,1484,6,98.88,65242,0.34,0
4061,2616,1,0,1,80.41,5,62,0,1803,0,74.09,147092,0.6,1
4062,4027,0,1,2,97.36,5,139,2,2366,2,91.59,65674,0.71,1
4063,4848,1,5,0,89.32,4,674,2,1650,2,68.45,109524,0.89,2
4064,2953,1,6,2,80.2,5,199,1,117,1,86.24,3514,0.35,0
4065,889,1,3,1,66.34,5,105,0,443,0,89.91,132097,0.41,0
4066,3211,0,5,0,90.53,0,296,9,659,9,63.88,52182,0.91,2
4067,2834,0,7,1,57.71,5,180,2,1320,2,73.01,21572,0.42,0
4068,3759,0,1,1,85.99,4,400,9,874,9,92.04,37131,0.32,0
4069,2018,1,1,2,69.0,3,138,7,1998,7,74.94,160188,0.38,0
4070,2476,0,11,0,74.6,1,219,7,2289,7,83.46,2751,0.27,0
4071,3766,1,10,2,89.82,5,78,2,2210,2,74.16,35175,0.91,2
4072,2460,1,3,0,99.32,3,81,3,2181,3,85.34,56913,0.97,2
4073,4525,0,7,2,87.98,3,141,1,1597,1,60.98,66619,0.9,2
4074,1705,0,8,0,67.17,2,118,3,1536,3,72.13,176303,0.39,0
4075,4851,0,4,0,65.08,3,166,5,2393,5,81.29,150766,0.34,0
4076,360,1,8,0,92.12,2,126,6,2234,6,97.36,151669,0.42,0
4077,4155,1,0,0,80.07,1,285,6,2446,6,78.07,56945,0.69,1
4078,4244,0,13,0,75.17,5,85,9,171,9,88.47,32486,0.47,0
4079,153,1,11,1,62.6,1,178,4,994,4,96.53,114486,0.39,0
4080,1832,0,0,2,90.41,1,209,7,1865,7,69.54,159072,0.95,2
4081,2631,0,12,0,61.12,2,146,8,919,8,98.97,126085,0.34,0
4082,610,1,6,0,56.47,1,251,2,2135,2,72.99,31844,0.3,0
4083,3774,0,14,0,71.85,2,119,7,1130,7,60.74,164165,0.9,2
4084,2318,1,3,0,75.01,0,270,7,634,7,83.9,124843,0.28,0
4085,1229,1,7,3,75.85,2,178,4,2249,4,66.4,94080,0.94,2
4086,3307,0,8,0,65.86,4,720,6,2192,6,69.13,132268,0.28,0
4087,300,0,9,1,57.08,1,162,4,2256,4,73.12,140807,0.41,0
4088,2397,1,9,0,65.4,4,509,8,1694,8,79.05,85524,0.17,0
4089,2669,1,9,0,86.88,1,155,0,1867,0,77.25,136894,0.95,2
4090,4108,0,6,0,72.62,5,129,9,1755,9,79.22,49241,0.38,0
4091,2081,1,7,0,69.01,4,667,9,1167,9,65.08,86060,0.79,1
4092,4318,1,5,0,73.24,1,76,9,1573,9,92.57,82342,0.44,0
4093,2646,1,13,1,81.02,4,283,6,1741,6,60.64,6688,0.83,2
4094,1659,1,14,0,68.65,5,100,7,626,7,65.49,92855,0.71,1
4095,2490,0,6,1,63.1,4,528,4,381,4,98.59,127623,0.3,0
4096,4098,1,14,2,89.5,0,217,4,1465,4,93.23,100222,0.24,0
4097,3820,1,13,0,94.56,1,167,7,621,7,71.34,38452,0.87,2
4098,626,0,0,0,92.14,3,196,4,1181,4,73.8,2868,0.83,2
4099,2732,0,9,2,88.05,4,236,3,2272,3,66.48,108309,0.93,2
4100,3008,0,6,2,70.62,4,379,8,2310,8,66.17,13787,0.57,1
4101,456,1,6,1,89.3,1,285,0,39,0,83.92,41602,0.75,1
4102,3889,0,5,0,59.2,0,276,9,270,9,97.66,149135,0.43,0
4103,717,1,3,0,87.66,2,84,6,1112,6,77.66,5648,0.84,2
4104,3540,1,4,0,85.2,4,655,8,834,8,93.77,144526,0.21,0
4105,1383,1,9,2,71.13,5,78,1,1681,1,70.31,24005,0.62,1
4106,4626,0,2,3,98.53,2,131,8,1352,8,98.14,80865,0.68,1
4107,693,1,11,1,66.08,0,192,6,547,6,63.55,5549,0.69,1
4108,370,1,8,1,98.93,0,98,1,623,1,87.71,164721,0.98,2
4109,3412,0,5,1,57.9,0,138,2,2422,2,89.46,10054,0.31,0
4110,2927,0,6,0,74.87,0,251,7,1373,7,80.07,163147,0.18,0
4111,446,1,6,0,63.04,1,177,0,720,0,60.27,90489,0.59,1
4112,4449,1,5,1,75.8,5,162,1,124,1,98.9,18109,0.3,0
4113,3133,0,14,1,91.22,1,174,6,1507,6,81.67,62241,0.96,2
4114,1735,0,8,0,93.75,1,285,2,1144,2,77.98,68061,0.93,2
4115,3330,0,2,0,61.0,4,652,0,1742,0,64.5,50925,0.35,0
4116,4157,1,12,0,88.3,3,137,8,2139,8,78.63,25897,0.84,2
4117,3966,0,9,2,80.03,1,200,2,844,2,78.44,149597,0.79,1
4118,2093,1,13,0,76.35,1,276,2,532,2,69.26,121998,0.76,1
4119,1821,0,2,0,71.5,0,76,2,2163,2,92.54,28466,0.39,0
4120,2846,0,1,2,83.88,3,117,2,520,2,63.12,91587,0.91,2
4121,4312,0,3,1,83.28,1,122,5,2267,5,88.91,98045,0.32,0
4122,3165,0,8,0,89.02,3,121,4,967,4,63.84,101751,0.83,2
4123,3865,1,0,1,77.43,3,178,0,2335,0,88.71,23282,0.18,0
4124,2509,0,14,0,64.81,4,362,2,1056,2,60.77,83667,0.77,1
4125,2940,1,10,0,83.23,4,219,4,25,4,61.88,58852,0.82,2
